"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif","disappear",
,,,,,1.99,399,1,16,3,0,0,3,0,0,1,
,,,,,13.5,400,1,34,5,0,0,4,11.71,1,0,
,,,,,1.95,400,1,34,4,0,0,4,0.16,0,0.5,
,,,,,3.25,400,1,34,3,0,0,4,1.46,-1,0.5,
,,,,,3.25,400,1,34,3,0,0,4,1.46,-1,0.5,
,,,,,5,400,1,34,5,0,0,4,3.21,1,0,
,,,,,5.98,400,1,34,3,0,0,4,4.19,-1,0,
,,,,,8,400,1,34,4,0,0,4,6.21,0,0,
,,,,,10.95,400,1,34,5,0,0,4,9.16,1,0,
,,,,,17.5,400,1,34,5,0,0,4,15.71,1,0.5,
,,,,,17.5,400,1,34,5,0,0,4,15.71,1,0.5,
,,,,,22.5,400,1,34,4,0,0,4,20.71,0,0,
,,,,,1.95,400,1,34,4,0,0,4,0.16,0,0,
,,,,,6.58,400,1,34,3,0,0,4,4.79,-1,0,
,,,,,28,400,1,34,5,0,0,4,26.21,1,0,
,,,,,4.5,400,1,34,4,0,0,4,2.71,0,0,
,,,,,14.5,400,1,34,5,0,0,4,12.71,1,0,
,,,,,21,400,1,34,4,0,0,4,19.21,0,0.5,
,,,,,4.5,400,1,34,4,0,0,4,2.71,0,0,
,,,,,1.95,400,1,34,3,0,0,4,0.16,-1,0.5,
,,,,,2.98,400,1,34,3,0,0,4,1.19,-1,0.5,
,,,,,2.98,400,1,34,3,0,0,4,1.19,-1,0.5,
,,,,,4.49,400,1,34,3,0,0,4,2.7,-1,0.5,
,,,,,19,400,1,34,4,0,0,4,17.21,0,0,
,,,,,18,400,1,34,4,0,0,4,16.21,0,0,
,,,,,2.5,400,1,34,3,0,0,4,0.71,-1,0,
,,,,,1.79,400,1,34,2,0,0,4,0,-2,0,
,,,,,1.79,400,1,34,4,0,0,4,0,0,0,
,,,,,16.95,400,1,34,6,0,0,4,15.16,2,0,
,,,,,28,400,1,34,5,0,0,4,26.21,1,0,
,,,,,8.93,400,1,34,5,0,0,4,7.14,1,0,
,,,,,30.25,400,1,34,4,0,0,4,28.46,0,0,
,,,,,22.45,400,1,34,4,0,0,4,20.66,0,0.5,
,,,,,32.45,400,1,34,4,0,0,4,30.66,0,0.5,
,,,,,37.45,400,1,34,5,0,0,4,35.66,1,0,
,,,,,9.25,400,1,34,3,0,0,4,7.46,-1,0,
,,,,,6.21,403,1,34,3,0,0,3,4.26,0,0.5,
,,,,,7.98,403,1,34,3,0,0,3,6.03,0,0.5,
,,,,,1.95,403,1,34,2,0,0,3,0,-1,0,
,,,,,2.99,403,1,34,2,0,0,3,1.04,-1,0,
,,,,,27,403,1,34,4,0,0,3,25.05,1,0.5,
,,,,,28,403,1,34,4,0,0,3,26.05,1,0.5,
,,,,,29,403,1,34,4,0,0,3,27.05,1,0.5,
,,,,,17.2,403,1,34,6,0,0,3,15.25,3,0,
,,,,,31.98,403,1,34,3,0,0,3,30.03,0,0,
,,,,,31.95,403,1,34,4,0,0,3,30,1,0,
,,,,,9.5,403,1,34,3,0,0,3,7.55,0,0,
,,,,,21.5,403,1,34,5,0,0,3,19.55,2,0.5,
,,,,,46,403,1,34,5,0,0,3,44.05,2,0,
,,,,,5.75,403,1,34,3,0,0,3,3.8,0,0,
,,,,,5.75,403,1,34,4,0,0,3,3.8,1,0.5,
,,,,,7.25,403,1,34,4,0,0,3,5.3,1,0.5,
,,,,,47,403,1,34,4,0,0,3,45.05,1,0,
,,,,,7.04,403,1,34,4,0,0,3,5.09,1,0,
,,,,,1.95,403,1,34,2,0,0,3,0,-1,0,
,,,,,1.95,403,1,34,3,0,0,3,0,0,1,
,,,,,42,403,1,34,4,0,0,3,40.05,1,0,
,,,,,16.25,403,1,34,4,0,0,3,14.3,1,0,
,,,,,42,403,1,34,5,0,0,3,40.05,2,0,
,,,,,32.95,403,1,34,4,0,0,3,31,1,0.5,
,,,,,37.95,403,1,34,4,0,0,3,36,1,0.5,
,,,,,37.95,403,1,34,4,0,0,3,36,1,0.5,
,,,,,15.75,403,1,34,5,0,0,3,13.8,2,0,
,,,,,16.5,403,1,34,5,0,0,3,14.55,2,0,
,,,,,5.32,403,1,34,4,0,0,3,3.37,1,0,
,,,,,5.77,403,1,34,3,0,0,3,3.82,0,0.5,
,,,,,8.54,403,1,34,3,0,0,3,6.59,0,0.5,
,,,,,29.5,403,1,34,3,0,0,3,27.55,0,0,
,,,,,26,403,1,34,4,0,0,3,24.05,1,0.5,
,,,,,5.91,403,1,34,3,0,0,3,3.96,0,0,
,,,,,1.95,403,1,34,2,0,0,3,0,-1,0,
,,,,,2.98,403,1,34,3,0,0,3,1.03,0,0.5,
,,,,,11.75,403,1,34,3,0,0,3,9.8,0,0.5,
,,,,,5.59,403,1,34,3,0,0,3,3.64,0,0,
,,,,,6.04,403,1,34,4,0,0,3,4.09,1,0,
,,,,,28,403,1,34,4,0,0,3,26.05,1,0,
,,,,,5.62,403,1,34,4,0,0,3,3.67,1,0.5,
,,,,,1.95,403,1,34,2,0,0,3,0,-1,1,
,,,,,13,403,1,34,2,0,0,3,11.05,-1,0,
,,,,,2.25,403,1,34,4,0,0,3,0.3,1,0,
,,,,,37.5,403,1,34,5,0,0,3,35.55,2,0,
,,,,,6,403,1,34,7,0,0,3,4.05,4,0,
,,,,,11.04,403,1,34,6,0,0,3,9.09,3,0,

